fare_amount,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,year,month,day,day_of_week,time_bin,trip_distance
9.0,-73.95828,40.7689,-73.97351,40.782907,5,2014,2,19,Wednesday,Evening,1.2537188653907227
4.1,-73.977633,40.753166,-73.981589,40.757359,1,2011,2,20,Sunday,Evening,0.3561134233498599
6.5,-74.00054499999999,40.737462,-74.00954499999999,40.713217,5,2009,7,31,Friday,Morning,1.7403002631356306
8.0,-73.984463,40.742792,-73.97735,40.761375,5,2012,12,4,Tuesday,Night,1.336931397188946
4.0,-73.988752,40.758687,-73.98508000000001,40.773771999999994,1,2013,5,3,Friday,Evening,1.0599032154384032
3.7,-73.984218,40.732007,-73.979443,40.727616999999995,5,2010,3,30,Tuesday,Evening,0.3931004734472287
10.1,-73.99268000000001,40.768321,-74.00233,40.746864,2,2012,3,7,Wednesday,Afternoon,1.5662977475378586
5.7,-73.988433,40.737176,-73.981018,40.747329,1,2009,2,4,Wednesday,Evening,0.8017860567238427
6.5,-73.964187,40.757303,-73.98338199999999,40.743835,1,2012,6,10,Sunday,Afternoon,1.3695229504678383
6.1,-73.997893,40.735896999999994,-74.00654300000001,40.746245,5,2012,7,19,Thursday,Afternoon,0.846363964103968
4.9,-73.98575799999999,40.753255,-73.98142,40.746513,1,2011,6,19,Sunday,Evening,0.5182525268187314
6.1,-73.9956,40.754782,-74.002493,40.734401,1,2011,7,22,Friday,Night,1.4537740887609478
10.0,-73.976022,40.76004,-73.982853,40.74504,1,2013,2,25,Monday,Afternoon,1.0964064989191
10.5,-73.98860400000001,40.778445,-73.99493100000001,40.749953999999995,1,2014,6,15,Sunday,Afternoon,1.9963118732556326
8.9,-73.997975,40.720503,-74.001847,40.737797,1,2012,4,25,Wednesday,Evening,1.212051277402923
13.0,-74.006395,40.749657,-73.978468,40.753896999999995,5,2013,3,28,Thursday,Midday,1.4908945249299193
6.9,-73.990318,40.737122,-73.97627,40.744955,1,2012,1,25,Wednesday,Late Night,0.9131459261423834
9.7,-73.982613,40.771843,-73.978862,40.754318,2,2009,11,2,Monday,Morning,1.2267444592800425
10.1,-73.980253,40.765255,-73.974253,40.731925,2,2009,9,12,Saturday,Late Night,2.3243408223483635
9.7,-73.954797,40.767289,-73.974788,40.754888,1,2011,7,6,Wednesday,Afternoon,1.3523787134016758
5.3,-73.956158,40.781593,-73.966138,40.773645,1,2010,9,21,Tuesday,Midday,0.7578224027997152
5.7,-73.991201,40.750336,-73.977786,40.752390000000005,1,2010,1,14,Thursday,Morning,0.7164051798212913
7.5,-73.97513199999999,40.73302,-73.977113,40.752058,1,2014,11,10,Monday,Late Night,1.3195615567115941
10.5,-73.995627,40.749295,-73.965087,40.771609999999995,1,2010,9,10,Friday,Afternoon,2.220890342495754
6.1,-73.985523,40.760627,-73.98918499999999,40.774452,1,2010,11,24,Wednesday,Evening,0.9743072311829987
6.5,-74.00299072265625,40.73112869262695,-74.00541687011719,40.74004364013672,1,2015,4,4,Saturday,Night,0.628962135749388
7.7,-73.962497,40.76308,-73.98472,40.736343,1,2009,1,4,Sunday,Midday,2.18319851188845
6.1,-74.001561,40.735996,-73.986623,40.74737,2,2010,9,22,Wednesday,Late Night,1.1087163709976178
9.0,-73.978163,40.74563,-73.952042,40.773192,2,2013,8,18,Sunday,Late Night,2.344366065606812
15.0,-73.994126,40.750917,-73.949428,40.781336,1,2014,9,23,Tuesday,Late Night,3.14479037054485
15.0,-73.98861694335938,40.74912643432617,-73.95635986328125,40.747520446777344,4,2015,1,14,Wednesday,Evening,1.692211251143913
12.9,-74.010698,40.710985,-73.991138,40.750717,1,2009,9,3,Thursday,Midday,2.930202446803502
7.5,-73.976543,40.788207,-73.954575,40.777842,1,2014,4,21,Monday,Evening,1.354243039835475
9.5,-74.006591796875,40.74441146850585,-73.9863739013672,40.74319076538085,2,2015,4,6,Monday,Evening,1.0617783991111445
5.3,-73.965744,40.754379,-73.9672,40.765066999999995,1,2011,9,13,Tuesday,Midday,0.7424362029679454
8.0,-73.99436950683594,40.74667739868164,-73.97766876220702,40.73911666870117,1,2015,2,10,Tuesday,Afternoon,1.0185026004152389
11.3,-73.944435,40.778137,-73.980463,40.782295,3,2009,12,1,Tuesday,Midday,1.906830240042044
6.1,-73.968942,40.785745,-73.963131,40.774204,1,2009,9,4,Friday,Midday,0.8534507369883728
6.0,-73.98799133300781,40.7493782043457,-73.98880767822266,40.75851821899415,1,2015,4,4,Saturday,Midday,0.6329968020063261
12.5,-73.991377,40.70255,-73.999735,40.734407,1,2013,5,10,Friday,Afternoon,2.2443393793129736
5.5,-73.97497800000001,40.762812,-73.981365,40.756102,1,2013,1,30,Wednesday,Midday,0.5715885571960658
13.7,-73.992956,40.754508,-73.99911800000001,40.722575,1,2011,10,19,Wednesday,Midday,2.2299529308451853
8.9,-74.00662,40.704113,-74.009975,40.735007,1,2010,11,15,Monday,Evening,2.1419192988878994
4.0,-73.94662475585938,40.77677917480469,-73.95352935791014,40.7799072265625,5,2015,2,10,Tuesday,Late Night,0.4209934165976582
4.9,-73.976452,40.780742,-73.98034200000001,40.770672999999995,2,2010,5,24,Monday,Afternoon,0.724907204242361
4.9,-73.968681,40.754807,-73.97859,40.756029,1,2010,6,1,Tuesday,Midday,0.525481648599928
8.5,-73.95854200000001,40.780734,-73.975443,40.777021999999995,2,2012,9,19,Wednesday,Midday,0.9207596526584689
3.7,-73.980351,40.780344,-73.980011,40.785561,1,2011,2,14,Monday,Midday,0.3609207480417344
6.5,-74.01512199999999,40.715795,-74.008495,40.72814,5,2014,6,24,Tuesday,Morning,0.9209039360109877
4.9,-73.97646999999999,40.735987,-73.981563,40.728817,1,2009,9,8,Tuesday,Evening,0.5626389049697152
9.3,-73.95428199999999,40.764102,-73.973425,40.782708,1,2012,1,12,Thursday,Afternoon,1.629802591454068
6.5,-73.985129,40.778954,-73.98058499999999,40.765687,1,2010,1,29,Friday,Evening,0.9470536302055527
8.2,-73.98349,40.765833,-73.96135100000001,40.768866,1,2009,1,26,Monday,Evening,1.1773856689904192
11.0,-73.988536,40.753910999999995,-73.989873,40.726236,3,2013,5,30,Thursday,Evening,1.9135563220016676
4.5,-73.992937,40.75778,-73.992937,40.75778,1,2014,1,22,Wednesday,Evening,0.0
4.5,-73.992667,40.753087,-73.986788,40.761582,5,2013,6,8,Saturday,Morning,0.6627474667715387
9.0,-73.997222,40.763667,-74.01061700000001,40.730022,3,2014,4,19,Saturday,Late Night,2.428236246444879
5.0,-73.97274,40.798322,-73.961262,40.806462,1,2013,10,14,Monday,Evening,0.8226653462409035
7.3,-73.989391,40.752278,-73.972785,40.74995,1,2012,6,26,Tuesday,Morning,0.8840003913385743
9.5,-73.98402404785155,40.72166061401367,-74.01074981689453,40.716812133789055,1,2015,2,26,Thursday,Late Night,1.4391686096265457
7.5,-74.00408172607422,40.74240112304688,-73.98440551757811,40.74317169189453,1,2015,2,18,Wednesday,Late Night,1.0314559557811347
7.7,-73.97444499999999,40.764015,-73.983595,40.744184,2,2010,11,13,Saturday,Late Night,1.451561458824834
9.7,-74.007912,40.73873,-73.97750500000001,40.761727,1,2009,5,26,Tuesday,Evening,2.2491050480240946
15.0,-74.00211334228516,40.75183868408203,-73.9917221069336,40.72645950317383,1,2015,1,16,Friday,Evening,1.8360880901623582
8.0,-73.99575899999999,40.759149,-73.991388,40.750227,3,2013,5,16,Thursday,Night,0.6575729148711001
13.7,-73.985623,40.763017,-74.009812,40.719408,5,2010,10,6,Wednesday,Evening,3.2685638529821217
6.0,-73.98212432861328,40.75581741333008,-73.9708251953125,40.7557487487793,1,2015,1,10,Saturday,Midday,0.591431013790328
7.7,-73.977147,40.789653,-73.954115,40.773782,5,2011,6,17,Friday,Evening,1.6293543780136523
10.5,-73.981387,40.758807,-73.947467,40.779305,1,2011,9,14,Wednesday,Evening,2.270888703410987
7.5,-73.97287,40.76444,-73.98841999999999,40.76914,1,2014,3,25,Tuesday,Evening,0.8761821981139463
11.5,-73.96995544433594,40.78917694091797,-73.9461669921875,40.77772903442383,5,2015,2,25,Wednesday,Evening,1.4747033018168327
4.5,-73.98613,40.763425,-73.977522,40.765007,5,2012,3,2,Friday,Evening,0.4635698146091049
8.1,-73.96494,40.775277,-73.975652,40.791703000000005,1,2011,5,5,Thursday,Evening,1.2658272984911405
14.5,-73.954252,40.7665,-73.989683,40.736847,1,2012,1,25,Wednesday,Midday,2.76366039536828
18.0,-73.96534399999999,40.806353,-73.97635799999999,40.750622,1,2012,11,17,Saturday,Night,3.8937602168012018
8.1,-73.982563,40.727365,-73.953233,40.777548,1,2010,9,10,Friday,Late Night,3.7921909221805183
4.5,-73.99502700000001,40.744631,-74.000213,40.7352,1,2011,9,13,Tuesday,Midday,0.7059574766830908
3.3,-74.001113,40.741735,-73.998253,40.745095,3,2011,10,8,Saturday,Evening,0.27625937512679477
8.1,-73.981785,40.763397,-74.004152,40.742437,1,2012,4,14,Saturday,Late Night,1.8623189887592415
6.5,-73.972497,40.75278,-73.95885,40.763898,3,2010,9,24,Friday,Midday,1.0489811688394381
14.5,-74.005477,40.738575,-73.97272199999999,40.756735,5,2014,5,28,Wednesday,Late Night,2.124754267899678
10.5,-73.96593,40.805358,-73.949923,40.778868,1,2012,8,7,Tuesday,Evening,2.0128424217454475
8.9,-73.95208000000001,40.790119,-73.963637,40.79809,1,2009,9,24,Thursday,Afternoon,0.8178314264809904
14.1,-74.00019,40.718336,-73.956801,40.764745,1,2011,4,3,Sunday,Late Night,3.929767451843055
6.1,-73.965017,40.764308,-73.98105699999999,40.760887,1,2012,3,22,Thursday,Morning,0.8721155825510546
7.3,-73.98478399999999,40.736512,-73.976727,40.751746,1,2011,4,22,Friday,Midday,1.1339932671411224
5.3,-74.00921,40.706383,-74.009173,40.716762,1,2009,11,16,Monday,Evening,0.717166453924217
5.7,-74.001563,40.739345,-74.008126,40.723898,1,2011,11,4,Friday,Late Night,1.1213055364828897
3.7,-73.97430200000001,40.761193,-73.97194300000001,40.759643,5,2009,3,24,Tuesday,Night,0.16344479289394678
5.5,-73.985698,40.748746999999995,-73.974357,40.744135,1,2013,9,3,Tuesday,Morning,0.6738098118525746
6.1,-73.978788,40.755519,-73.975802,40.765463,1,2010,5,15,Saturday,Evening,0.7046550184350862
8.5,-73.959753,40.777137,-73.96654699999999,40.804235,1,2011,1,16,Sunday,Late Night,1.9058408253620398
4.1,-73.959427,40.774613,-73.952647,40.780213,5,2010,5,26,Wednesday,Afternoon,0.5249585405251096
8.0,-73.99208068847656,40.75920867919922,-73.98408508300781,40.78045654296875,1,2015,5,1,Friday,Afternoon,1.5266335225790058
4.1,-73.959091,40.799481,-73.96740600000001,40.802026,1,2009,5,11,Monday,Evening,0.469130224557404
15.7,-73.9773,40.7519,-74.0125,40.7015,1,2011,6,7,Tuesday,Night,3.9402282399084165
9.7,-74.012526,40.707815999999994,-73.98754699999999,40.744759,2,2010,6,16,Wednesday,Evening,2.868281187583155
8.9,-74.00739200000001,40.733257,-73.987243,40.729388,4,2012,3,3,Saturday,Evening,1.0883585583920241
9.5,-73.978083,40.788452,-73.979435,40.771332,1,2013,12,19,Thursday,Midday,1.18506387255764
18.0,-73.99681854248048,40.73598861694336,-73.9678192138672,40.79391860961913,1,2015,4,7,Tuesday,Evening,4.280871913567039
6.0,-73.993362,40.733317,-73.995473,40.740992,1,2014,3,19,Wednesday,Midday,0.5417185303635164
3.7,-73.983436,40.746818,-73.988475,40.73988,1,2009,3,1,Sunday,Morning,0.5471860073739863
4.9,-73.982445,40.775478,-73.988803,40.763712,1,2012,6,2,Saturday,Night,0.8784493686747132
7.7,-73.97313,40.764152,-73.987082,40.748315000000005,1,2011,12,9,Friday,Evening,1.31558778500971
7.3,-73.993193,40.749672,-74.00768199999999,40.731123,5,2009,2,18,Wednesday,Morning,1.489338542554882
4.1,-73.962199,40.776363,-73.971793,40.765764,1,2011,10,11,Tuesday,Night,0.8879249302403557
7.0,-73.97203,40.75652,-73.98601,40.75225,2,2014,8,20,Wednesday,Night,0.78899116595734
9.7,-73.98963,40.735626,-73.985599,40.763121000000005,1,2011,11,15,Tuesday,Evening,1.9115201638503276
4.5,-73.992378,40.728833,-73.988072,40.73502,1,2012,2,2,Thursday,Midday,0.4833171615178751
12.5,-73.980224609375,40.735176086425774,-74.01091766357422,40.70179748535156,1,2015,5,7,Thursday,Morning,2.811259755788343
7.3,-73.968164,40.800219,-73.95713,40.786022,1,2012,3,3,Saturday,Evening,1.138195988301626
4.0,-73.93495300000001,40.800987,-73.94103199999999,40.798385,5,2012,10,9,Tuesday,Evening,0.3652833137326065
7.7,-73.97550600000001,40.75789,-73.96085,40.774992,1,2011,1,25,Tuesday,Afternoon,1.408796592075952
12.9,-73.992457,40.72877,-73.9608,40.7782,1,2011,1,14,Friday,Evening,3.796226652795773
8.0,-73.975213,40.757695,-73.99458,40.750235,2,2013,11,10,Sunday,Morning,1.1372515814731792
6.5,-73.999166,40.739403,-73.988351,40.743763,1,2012,8,12,Sunday,Midday,0.6413540638662061
11.5,-73.9706802368164,40.75807189941406,-74.00410461425781,40.74281311035156,1,2015,1,31,Saturday,Evening,2.042744937756533
7.3,-73.961613,40.77709,-73.96409,40.799774,1,2009,3,7,Saturday,Midday,1.5727572634197928
7.3,-73.992758,40.737167,-73.97065500000001,40.756221999999994,5,2010,3,31,Wednesday,Morning,1.7528162871554902
14.1,-73.982623,40.772746999999995,-74.004793,40.729552000000005,1,2010,6,8,Tuesday,Afternoon,3.2023413520691872
4.5,-73.977202,40.790112,-73.981512,40.781237,1,2012,6,10,Sunday,Evening,0.6533836952839308
5.5,-73.96889499999999,40.764276,-73.97819100000001,40.759646,2,2014,10,4,Saturday,Evening,0.5822814838277831
8.9,-73.98778,40.738603000000005,-73.964832,40.770175,1,2009,8,6,Thursday,Evening,2.490367096170929
15.0,-73.96563,40.761996,-73.96449799999999,40.792631,2,2013,3,5,Tuesday,Night,2.117633044199496
4.1,-73.98353399999999,40.752177,-73.979711,40.744552,1,2012,4,3,Tuesday,Midday,0.5635959412087989
10.5,-73.98123931884766,40.75287628173828,-73.99527740478516,40.72617721557617,6,2015,3,10,Tuesday,Afternoon,1.9858481543816577
8.5,-73.968162,40.79208,-73.95452399999999,40.778969,1,2012,9,12,Wednesday,Midday,1.1531798754634028
8.1,-73.96973,40.756707,-73.988013,40.764767,1,2011,9,1,Thursday,Morning,1.107157385552709
9.7,-73.98392199999999,40.755333,-73.996402,40.727303000000006,1,2009,8,1,Saturday,Evening,2.0440393880086223
4.9,-73.978252,40.754508,-73.985235,40.762977,3,2009,9,30,Wednesday,Afternoon,0.6899438300691111
8.0,-73.970091,40.758928,-73.960977,40.770837,1,2012,12,12,Wednesday,Morning,0.9511260189346744
13.7,-74.002136,40.750918,-73.95666,40.788512,2,2012,3,8,Thursday,Morning,3.522945635446245
10.5,-73.98741912841797,40.73284912109375,-73.97187042236328,40.747169494628906,2,2015,4,7,Tuesday,Evening,1.2813145976738893
10.5,-73.969433,40.757445,-73.992628,40.737392,1,2009,7,23,Thursday,Evening,1.8423444266722582
12.0,-73.959571,40.76283,-73.975622,40.760601,1,2014,9,18,Thursday,Midday,0.8540585841603906
5.0,-73.988312,40.724045,-73.981047,40.73623,1,2014,9,13,Saturday,Late Night,0.923902513858275
7.3,-73.982333,40.76893,-73.993554,40.747,1,2010,7,31,Saturday,Morning,1.6251428988671173
7.0,-74.002865,40.733287,-74.0095,40.715502,1,2013,9,10,Tuesday,Night,1.2770737048307241
7.3,-73.96198299999999,40.810355,-73.976615,40.786607,2,2011,2,14,Monday,Evening,1.810645068845219
7.7,-73.983361,40.761332,-73.97296300000001,40.780317,1,2010,2,14,Sunday,Midday,1.4201882303491205
4.9,-73.98602199999999,40.76803,-73.976668,40.760718,1,2012,5,14,Monday,Morning,0.7035028526257829
13.0,-73.993753,40.762232,-73.988392,40.727412,1,2012,11,4,Sunday,Evening,2.422290892049643
5.5,-73.982129,40.772748,-73.977427,40.784339,1,2014,2,2,Sunday,Midday,0.8378455696674291
5.7,-73.980482,40.785602,-73.968586,40.799888,3,2011,3,11,Friday,Afternoon,1.1669135554498118
9.3,-73.983086,40.735028,-74.008471,40.720085,1,2012,8,21,Tuesday,Morning,1.6831553994969581
6.5,-73.995037,40.739985,-73.978383,40.762291999999995,2,2009,5,15,Friday,Evening,1.7708034652346079
5.0,-73.99124145507811,40.7497444152832,-73.98625183105469,40.744155883789055,1,2015,4,15,Wednesday,Morning,0.46619688552908406
17.0,-73.952872,40.791805,-74.00325699999999,40.732767,1,2013,9,13,Friday,Late Night,4.857461325115722
5.5,-73.945415,40.77833,-73.955122,40.77777,1,2013,1,11,Friday,Morning,0.5093791853864813
4.9,-73.982557,40.771522,-73.989135,40.774365,2,2010,3,9,Tuesday,Night,0.3963239918275765
7.5,-73.98042099999999,40.720552000000005,-73.984562,40.729687,1,2014,11,3,Monday,Midday,0.6674155690338668
4.9,-73.98611,40.74594,-73.991732,40.735342,1,2012,3,20,Tuesday,Evening,0.789232511857773
14.0,-73.993047,40.742667,-73.972472,40.764817,1,2014,11,2,Sunday,Midday,1.8714434928392782
6.1,-73.983981,40.780489,-73.96794,40.797363,1,2009,3,26,Thursday,Midday,1.4365527390864699
7.5,-73.990973,40.7508,-74.005892,40.73016,1,2013,5,16,Thursday,Morning,1.6260467753076548
12.5,-73.962456,40.77,-73.98790699999999,40.741126,1,2014,9,3,Wednesday,Midday,2.398984537789703
4.0,-73.96253204345702,40.767391204833984,-73.95326232910156,40.7646598815918,2,2015,6,2,Tuesday,Morning,0.5205328527319782
6.5,-73.98469300000001,40.759112,-73.994667,40.740517,2,2009,4,5,Sunday,Midday,1.386895032401042
7.3,-73.988247,40.724833,-74.006518,40.738588,1,2010,1,1,Friday,Evening,1.348539342496992
9.0,-74.003345,40.726957,-74.0045,40.747265000000006,5,2013,3,27,Wednesday,Evening,1.4045361336506517
9.3,-73.993808,40.751740000000005,-73.981047,40.767624,1,2009,6,5,Friday,Afternoon,1.2847890424731638
3.5,-73.953837,40.775171,-73.95640300000001,40.771586,1,2014,12,8,Monday,Afternoon,0.28176535104743544
11.7,-73.98865,40.76403,-74.010412,40.720292,1,2009,3,3,Tuesday,Morning,3.2297996586944757
7.3,-74.00075600000001,40.725835,-74.006186,40.743811,2,2011,9,12,Monday,Midday,1.2742198389931139
5.5,-74.016038,40.715462,-74.01128,40.72159,5,2013,11,27,Wednesday,Morning,0.4913079342316734
6.5,-74.004083,40.742094,-73.985253,40.735788,1,2014,3,20,Thursday,Night,1.0778383405915777
